"marker","marker_label","units","higher_is","sex_code","sex","source","provisional","row_type","age","n_band","mean","sd","p25","p75","fit","lo50","hi50","k","q","s_pooled","age_min","age_max","n_total","n_bands"
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",31.5,NA,NA,NA,NA,NA,69.152,54.9911,83.313,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",32,NA,NA,NA,NA,NA,68.7177,54.6816,82.7539,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",32.5,NA,NA,NA,NA,NA,68.2834,54.3721,82.1948,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",33,NA,NA,NA,NA,NA,67.8491,54.0625,81.6357,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",33.5,NA,NA,NA,NA,NA,67.4148,53.753,81.0766,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",34,NA,NA,NA,NA,NA,66.9805,53.4435,80.5175,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",34.5,NA,NA,NA,NA,NA,66.5462,53.134,79.9584,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",35,NA,NA,NA,NA,NA,66.1119,52.8244,79.3993,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",35.5,NA,NA,NA,NA,NA,65.6776,52.4744,78.8807,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",36,NA,NA,NA,NA,NA,65.2433,52.1244,78.3621,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",36.5,NA,NA,NA,NA,NA,64.809,51.7744,77.8435,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",37,NA,NA,NA,NA,NA,64.3746,51.4244,77.3248,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",37.5,NA,NA,NA,NA,NA,63.9403,51.0744,76.8062,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",38,NA,NA,NA,NA,NA,63.506,50.7244,76.2876,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",38.5,NA,NA,NA,NA,NA,63.0717,50.3744,75.769,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",39,NA,NA,NA,NA,NA,62.6374,50.0244,75.2504,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",39.5,NA,NA,NA,NA,NA,62.2031,49.6744,74.7317,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",40,NA,NA,NA,NA,NA,61.7688,49.3244,74.2131,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",40.5,NA,NA,NA,NA,NA,61.3345,48.9745,73.6945,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",41,NA,NA,NA,NA,NA,60.9002,48.6245,73.1759,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",41.5,NA,NA,NA,NA,NA,60.4659,48.2745,72.6573,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",42,NA,NA,NA,NA,NA,60.0315,47.9245,72.1386,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",42.5,NA,NA,NA,NA,NA,59.5972,47.5745,71.62,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",43,NA,NA,NA,NA,NA,59.1629,47.2245,71.1014,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",43.5,NA,NA,NA,NA,NA,58.7286,46.8745,70.5828,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",44,NA,NA,NA,NA,NA,58.2943,46.5245,70.0642,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",44.5,NA,NA,NA,NA,NA,57.86,46.1745,69.5455,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",45,NA,NA,NA,NA,NA,57.4257,45.8245,69.0269,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",45.5,NA,NA,NA,NA,NA,56.9914,45.2384,68.7444,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",46,NA,NA,NA,NA,NA,56.5571,44.6523,68.4618,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",46.5,NA,NA,NA,NA,NA,56.1228,44.0663,68.1793,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",47,NA,NA,NA,NA,NA,55.6885,43.4802,67.8967,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",47.5,NA,NA,NA,NA,NA,55.2541,42.8941,67.6142,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",48,NA,NA,NA,NA,NA,54.8198,42.308,67.3316,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",48.5,NA,NA,NA,NA,NA,54.3855,41.722,67.0491,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",49,NA,NA,NA,NA,NA,53.9512,41.1359,66.7665,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",49.5,NA,NA,NA,NA,NA,53.5169,40.5498,66.484,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",50,NA,NA,NA,NA,NA,53.0826,39.9638,66.2014,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",50.5,NA,NA,NA,NA,NA,52.6483,39.3777,65.9189,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",51,NA,NA,NA,NA,NA,52.214,38.7916,65.6363,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",51.5,NA,NA,NA,NA,NA,51.7797,38.2056,65.3538,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",52,NA,NA,NA,NA,NA,51.3454,37.6195,65.0712,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",52.5,NA,NA,NA,NA,NA,50.911,37.0334,64.7887,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",53,NA,NA,NA,NA,NA,50.4767,36.4474,64.5061,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",53.5,NA,NA,NA,NA,NA,50.0424,35.8613,64.2236,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",54,NA,NA,NA,NA,NA,49.6081,35.2752,63.941,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",54.5,NA,NA,NA,NA,NA,49.1738,34.6891,63.6585,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",55,NA,NA,NA,NA,NA,48.7395,34.1031,63.3759,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",55.5,NA,NA,NA,NA,NA,48.3052,33.6013,63.0091,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",56,NA,NA,NA,NA,NA,47.8709,33.0996,62.6422,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",56.5,NA,NA,NA,NA,NA,47.4366,32.5978,62.2753,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",57,NA,NA,NA,NA,NA,47.0023,32.096,61.9085,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",57.5,NA,NA,NA,NA,NA,46.568,31.5943,61.5416,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",58,NA,NA,NA,NA,NA,46.1336,31.0925,61.1748,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",58.5,NA,NA,NA,NA,NA,45.6993,30.5908,60.8079,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",59,NA,NA,NA,NA,NA,45.265,30.089,60.441,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",59.5,NA,NA,NA,NA,NA,44.8307,29.5872,60.0742,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",60,NA,NA,NA,NA,NA,44.3964,29.0855,59.7073,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",60.5,NA,NA,NA,NA,NA,43.9621,28.5837,59.3405,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",61,NA,NA,NA,NA,NA,43.5278,28.082,58.9736,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",61.5,NA,NA,NA,NA,NA,43.0935,27.5802,58.6067,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",62,NA,NA,NA,NA,NA,42.6592,27.0785,58.2399,-0.868619,96.5135,21.1689,25,62.5,350,5
"balance_oneleg","One-leg balance (OLSsum)","s","younger",2,"Women","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",62.5,NA,NA,NA,NA,NA,42.2249,26.5767,57.873,-0.868619,96.5135,21.1689,25,62.5,350,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"band",25,75,14.2,3.2,12.042,16.358,NA,NA,NA,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"band",35,75,14.3,5,10.928,17.672,NA,NA,NA,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"band",45,75,12.6,4.7,9.43,15.77,NA,NA,NA,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"band",55,75,10.5,4,7.802,13.198,NA,NA,NA,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"band",62.5,75,8.4,3.4,6.107,10.693,NA,NA,NA,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",25,NA,NA,NA,NA,NA,15.1243,12.9659,17.2827,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",25.5,NA,NA,NA,NA,NA,15.0442,12.8251,17.2633,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",26,NA,NA,NA,NA,NA,14.9641,12.6843,17.2439,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",26.5,NA,NA,NA,NA,NA,14.884,12.5435,17.2245,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",27,NA,NA,NA,NA,NA,14.8039,12.4027,17.2051,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",27.5,NA,NA,NA,NA,NA,14.7238,12.2619,17.1856,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",28,NA,NA,NA,NA,NA,14.6436,12.1211,17.1662,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",28.5,NA,NA,NA,NA,NA,14.5635,11.9802,17.1468,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",29,NA,NA,NA,NA,NA,14.4834,11.8394,17.1274,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",29.5,NA,NA,NA,NA,NA,14.4033,11.6986,17.108,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",30,NA,NA,NA,NA,NA,14.3232,11.5578,17.0886,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",30.5,NA,NA,NA,NA,NA,14.2431,11.417,17.0692,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",31,NA,NA,NA,NA,NA,14.163,11.2762,17.0498,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",31.5,NA,NA,NA,NA,NA,14.0829,11.1354,17.0304,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",32,NA,NA,NA,NA,NA,14.0028,10.9945,17.011,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",32.5,NA,NA,NA,NA,NA,13.9227,10.8537,16.9916,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",33,NA,NA,NA,NA,NA,13.8425,10.7129,16.9722,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",33.5,NA,NA,NA,NA,NA,13.7624,10.5721,16.9528,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",34,NA,NA,NA,NA,NA,13.6823,10.4313,16.9334,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",34.5,NA,NA,NA,NA,NA,13.6022,10.2905,16.914,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",35,NA,NA,NA,NA,NA,13.5221,10.1497,16.8945,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",35.5,NA,NA,NA,NA,NA,13.442,10.0797,16.8043,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",36,NA,NA,NA,NA,NA,13.3619,10.0097,16.7141,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",36.5,NA,NA,NA,NA,NA,13.2818,9.9397,16.6239,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",37,NA,NA,NA,NA,NA,13.2017,9.8697,16.5336,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",37.5,NA,NA,NA,NA,NA,13.1215,9.7997,16.4434,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",38,NA,NA,NA,NA,NA,13.0414,9.7297,16.3532,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",38.5,NA,NA,NA,NA,NA,12.9613,9.6597,16.263,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",39,NA,NA,NA,NA,NA,12.8812,9.5897,16.1727,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",39.5,NA,NA,NA,NA,NA,12.8011,9.5197,16.0825,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",40,NA,NA,NA,NA,NA,12.721,9.4497,15.9923,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",40.5,NA,NA,NA,NA,NA,12.6409,9.3797,15.902,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",41,NA,NA,NA,NA,NA,12.5608,9.3097,15.8118,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",41.5,NA,NA,NA,NA,NA,12.4807,9.2397,15.7216,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",42,NA,NA,NA,NA,NA,12.4006,9.1697,15.6314,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",42.5,NA,NA,NA,NA,NA,12.3204,9.0998,15.5411,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",43,NA,NA,NA,NA,NA,12.2403,9.0298,15.4509,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",43.5,NA,NA,NA,NA,NA,12.1602,8.9598,15.3607,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",44,NA,NA,NA,NA,NA,12.0801,8.8898,15.2704,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",44.5,NA,NA,NA,NA,NA,12,8.8198,15.1802,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",45,NA,NA,NA,NA,NA,11.9199,8.7498,15.09,-0.160221,19.1298,4.1204,25,62.5,375,5
"pushups_mod","Modified push-ups","reps / 40 s","younger",1,"Men","Kjaer 2016 (Norway), n=726, ages 20-65",FALSE,"fit",45.5,NA,NA,NA,NA,NA,11.8398,8.6933,14.9863,-0.160221,19.1298,4.1204,25,62.5,375,5
